country,time,pol3_vacc
mwi,2024,90
mys,1980,67
mys,1981,69
mys,1982,66
mys,1983,55
mys,1984,55
mys,1985,56
mys,1986,62
mys,1987,68
mys,1988,67
mys,1989,84
mys,1990,90
mys,1991,91
mys,1992,91
mys,1993,91
mys,1994,94
mys,1995,98
mys,1996,97
mys,1997,98
mys,1998,97
mys,1999,97
mys,2000,98
mys,2001,95
mys,2002,94
mys,2003,96
mys,2004,95
mys,2005,96
mys,2006,95
mys,2007,97
mys,2008,97
mys,2009,97
mys,2010,96
mys,2011,96
mys,2012,97
mys,2013,97
mys,2014,97
mys,2015,99
mys,2016,98
mys,2017,99
mys,2018,99
mys,2019,98
mys,2020,98
mys,2021,95
mys,2022,97
mys,2023,95
mys,2024,93
nam,1991,70
nam,1992,70
nam,1993,79
nam,1994,80
nam,1995,73
nam,1996,71
nam,1997,69
nam,1998,74
nam,1999,72
nam,2000,80
nam,2001,79
nam,2002,78
nam,2003,82
nam,2004,81
nam,2005,86
nam,2006,74
nam,2007,81
nam,2008,83
nam,2009,83
nam,2010,83
nam,2011,85
nam,2012,84
nam,2013,89
nam,2014,88
nam,2015,92
nam,2016,84
nam,2017,83
nam,2018,84
nam,2019,84
nam,2020,92
nam,2021,73
nam,2022,86
nam,2023,77
nam,2024,75
ner,1981,6
ner,1982,6
ner,1983,5
ner,1984,5
ner,1985,4
ner,1986,5
ner,1987,7
ner,1988,9
ner,1989,13
ner,1990,22
ner,1991,19
ner,1992,20
ner,1993,20
ner,1994,20
ner,1995,23
ner,1996,23
ner,1997,25
ner,1998,33
ner,1999,40
ner,2000,41
ner,2001,42
ner,2002,43
ner,2003,44
ner,2004,45
ner,2005,46
ner,2006,52
ner,2007,57
ner,2008,68
ner,2009,71
ner,2010,75
ner,2011,40
ner,2012,71
ner,2013,62
ner,2014,79
ner,2015,83
ner,2016,82
ner,2017,85
ner,2018,79
ner,2019,81
ner,2020,81
ner,2021,82
ner,2022,84
ner,2023,85
ner,2024,86
nga,1984,8
nga,1985,16
nga,1986,21
nga,1987,28
nga,1988,36
nga,1989,47
nga,1990,55
nga,1991,42
nga,1992,38
nga,1993,28
nga,1994,45
nga,1995,31
nga,1996,26
nga,1997,25
nga,1998,22
nga,1999,27
nga,2000,31
nga,2001,36
nga,2002,40
nga,2003,42
nga,2004,43
nga,2005,45
nga,2006,46
nga,2007,54
nga,2008,60
nga,2009,66
nga,2010,54
nga,2011,48
nga,2012,42
nga,2013,41
nga,2014,42
nga,2015,42
nga,2016,53
nga,2017,55
nga,2018,61
nga,2019,66
nga,2020,62
nga,2021,59
nga,2022,55
nga,2023,70
nga,2024,69
nor,2018,93
nor,2019,95
nor,2020,95
nor,2021,96
nor,2022,95
nor,2023,95
nor,2024,95
npl,1981,1
npl,1982,3
npl,1983,4
npl,1984,6
npl,1985,20
npl,1986,34
npl,1987,43
npl,1988,43
npl,1989,42
npl,1990,42
npl,1991,45
npl,1992,48
npl,1993,51
npl,1994,54
npl,1995,50
npl,1996,60
npl,1997,70
npl,1998,66
npl,1999,76
npl,2000,74
npl,2001,73
npl,2002,72
npl,2003,76
npl,2004,80
npl,2005,78
npl,2006,91
npl,2007,82
npl,2008,82
npl,2009,98
npl,2010,94
npl,2011,92
npl,2012,90
npl,2013,92
npl,2014,92
npl,2015,90
npl,2016,85
npl,2017,90
npl,2018,91
npl,2019,92
npl,2020,84
npl,2021,91
npl,2022,87
npl,2023,93
npl,2024,97
nru,1984,52
nru,1985,73
nru,1986,59
nru,1987,55
nru,1988,67
nru,1989,70
nru,1990,74
nru,1991,70
nru,1992,67
nru,1993,63
nru,1994,60
nru,1995,56
nru,1996,46
nru,1997,36
nru,1998,72
nru,1999,64
nru,2000,27
nru,2001,99
nru,2002,59
nru,2003,66
nru,2004,73
nru,2005,80
nru,2006,90
nru,2007,99
nru,2008,99
nru,2009,99
nru,2010,99
nru,2011,99
nru,2012,79
nru,2013,87
nru,2014,95
nru,2015,91
nru,2016,97
nru,2017,87
nru,2018,90
nru,2019,96
nru,2020,95
nru,2021,98
nru,2022,97
nru,2023,97
nru,2024,97
nzl,2016,66
nzl,2017,89
nzl,2018,86
nzl,2019,86
nzl,2020,88
nzl,2021,90
nzl,2022,87
nzl,2023,83
nzl,2024,84
omn,1980,18
omn,1981,19
omn,1982,24
omn,1983,31
omn,1984,45
omn,1985,60
omn,1986,82
omn,1987,89
omn,1988,90
omn,1989,98
omn,1990,98
omn,1991,95
omn,1992,99
omn,1993,97
omn,1994,97
omn,1995,99
omn,1996,99
omn,1997,99
omn,1998,99
omn,1999,99
omn,2000,99
omn,2001,99
omn,2002,99
omn,2003,99
omn,2004,99
omn,2005,99
omn,2006,98
omn,2007,97
omn,2008,97
omn,2009,96
omn,2010,99
omn,2011,99
omn,2012,99
omn,2013,99
omn,2014,99
omn,2015,99
omn,2016,99
omn,2017,99
omn,2018,99
omn,2019,99
omn,2020,99
omn,2021,99
omn,2022,97
omn,2023,99
omn,2024,99
pak,1980,2
pak,1981,3
pak,1982,5
pak,1983,15
pak,1984,23
pak,1985,30
pak,1986,34
pak,1987,36
pak,1988,38
pak,1989,40
pak,1990,54
pak,1991,50
pak,1992,42
pak,1993,37
pak,1994,39
pak,1995,58
pak,1996,46
pak,1997,52
pak,1998,58
pak,1999,60
pak,2000,61
pak,2001,63
pak,2002,64
pak,2003,66
pak,2004,67
pak,2005,63
pak,2006,58
pak,2007,54
pak,2008,53
pak,2009,52
pak,2010,52
pak,2011,63
pak,2012,64
pak,2013,65
pak,2014,69
pak,2015,72
pak,2016,75
pak,2017,75
pak,2018,75
pak,2019,84
pak,2020,83
pak,2021,83
pak,2022,85
pak,2023,86
pak,2024,87
pan,1980,70
pan,1981,74
pan,1982,60
pan,1983,84
pan,1984,65
pan,1985,71
pan,1986,72
pan,1987,74
pan,1988,70
pan,1989,72
pan,1990,86
pan,1991,82
pan,1992,77
pan,1993,83
pan,1994,83
pan,1995,86
pan,1996,92
pan,1997,99
pan,1998,97
pan,1999,94
pan,2000,99
pan,2001,95
pan,2002,99
pan,2003,95
pan,2004,92
pan,2005,88
pan,2006,98
pan,2007,84
pan,2008,86
pan,2009,85
pan,2010,95
pan,2011,91
pan,2012,87
pan,2013,81
pan,2014,80
pan,2015,72
pan,2016,86
pan,2017,81
pan,2018,88
pan,2019,88
pan,2020,74
pan,2021,87
pan,2022,82
pan,2023,71
pan,2024,72
per,1980,16
per,1981,20
per,1982,23
per,1983,22
per,1984,28
per,1985,47
per,1986,50
per,1987,45
per,1988,61
per,1989,60
per,1990,73
per,1991,74
per,1992,85
per,1993,88
per,1994,87
per,1995,89
per,1996,93
per,1997,91
per,1998,93
per,1999,96
per,2000,93
per,2001,90
per,2002,95
per,2003,95
per,2004,81
per,2005,66
per,2006,94
per,2007,93
per,2008,93
per,2009,92
per,2010,92
per,2011,91
per,2012,94
per,2013,71
per,2014,78
per,2015,88
per,2016,88
per,2017,88
per,2018,87
per,2019,87
per,2020,72
per,2021,79
per,2022,82
per,2023,84
per,2024,80
phl,1980,50
phl,1981,46
phl,1982,51
phl,1983,55
phl,1984,56
phl,1985,58
phl,1986,65
phl,1987,72
phl,1988,78
phl,1989,85
phl,1990,88
phl,1991,90
phl,1992,78
phl,1993,74
phl,1994,71
phl,1995,67
phl,1996,74
phl,1997,82
phl,1998,82
phl,1999,79
phl,2000,74
phl,2001,76
phl,2002,77
phl,2003,85
phl,2004,85
phl,2005,90
phl,2006,88
phl,2007,87
phl,2008,87
phl,2009,87
phl,2010,88
phl,2011,88
phl,2012,88
phl,2013,85
phl,2014,82
phl,2015,79
phl,2016,81
phl,2017,82
phl,2018,84
phl,2019,85
phl,2020,82
phl,2021,66
phl,2022,83
phl,2023,77
phl,2024,88
plw,2009,15
plw,2010,76
plw,2011,89
plw,2012,89
plw,2013,99
plw,2014,99
plw,2015,97
plw,2016,98
plw,2017,95
plw,2018,93
plw,2019,92
plw,2020,82
plw,2021,82
plw,2022,83
plw,2023,31
plw,2024,60
png,1980,29
png,1981,32
png,1982,27
png,1983,27
png,1984,32
png,1985,34
png,1986,42
png,1987,46
png,1988,48
png,1989,52
png,1990,68
png,1991,68
png,1992,57
png,1993,56
png,1994,60
png,1995,68
png,1996,58
png,1997,35
png,1998,49
png,1999,51
png,2000,51
png,2001,52
png,2002,54
png,2003,62
png,2004,59
png,2005,61
png,2006,65
png,2007,68
png,2008,69
png,2009,70
png,2010,61
png,2011,55
png,2012,65
png,2013,62
png,2014,43
png,2015,51
png,2016,48
png,2017,35
png,2018,42
png,2019,42
png,2020,43
png,2021,34
png,2022,38
png,2023,46
png,2024,42
pol,1980,96
pol,1981,95
pol,1982,95
pol,1983,95
pol,1984,95
pol,1985,94
pol,1986,95
pol,1987,96
pol,1988,96
pol,1989,96
pol,1990,96
pol,1991,94
pol,1992,94
pol,1993,95
pol,1994,95
pol,1995,96
pol,1996,97
pol,1997,98
pol,1998,98
pol,1999,98
pol,2000,98
pol,2001,98
pol,2002,98
pol,2003,98
pol,2004,99
pol,2005,99
pol,2006,99
pol,2007,99
pol,2008,96
pol,2009,96
pol,2010,96
pol,2011,96
pol,2012,95
pol,2013,95
pol,2014,94
pol,2015,93
pol,2016,92
pol,2017,90
pol,2018,87
pol,2019,87
pol,2020,85
pol,2021,84
pol,2022,85
pol,2023,86
pol,2024,86
prt,1980,18
prt,1981,16
prt,1982,18
prt,1983,20
prt,1984,21
prt,1985,29
prt,1986,78
prt,1987,81
prt,1988,81
prt,1989,88
prt,1990,89
prt,1991,95
prt,1992,93
prt,1993,92
prt,1994,96
prt,1995,96
prt,1996,95
prt,1997,93
prt,1998,96
prt,1999,96
prt,2000,96
prt,2001,96
prt,2002,96
prt,2003,96
prt,2004,95
prt,2005,93
prt,2006,97
prt,2007,96
prt,2008,97
prt,2009,96
prt,2010,97
prt,2011,97
prt,2012,98
prt,2013,98
prt,2014,98
prt,2015,98
prt,2016,98
prt,2017,98
prt,2018,99
prt,2019,99
prt,2020,99
prt,2021,99
prt,2022,99
prt,2023,99
prt,2024,99
pry,1980,14
pry,1981,26
pry,1982,39
pry,1983,47
pry,1984,68
pry,1985,99
pry,1986,90
pry,1987,81
pry,1988,70
pry,1989,59
pry,1990,64
pry,1991,68
pry,1992,73
pry,1993,66
pry,1994,70
pry,1995,68
pry,1996,72
pry,1997,75
pry,1998,79
pry,1999,83
pry,2000,86
pry,2001,90
pry,2002,87
pry,2003,86
pry,2004,92
pry,2005,96
pry,2006,98
pry,2007,95
pry,2008,85
pry,2009,83
pry,2010,89
pry,2011,90
pry,2012,90
pry,2013,90
pry,2014,94
pry,2015,93
pry,2016,93
pry,2017,92
pry,2018,88
pry,2019,84
pry,2020,78
pry,2021,66
pry,2022,58
pry,2023,75
pry,2024,80
pse,1993,94
pse,1994,99
pse,1995,96
pse,1996,97
pse,1997,96
pse,1998,98
pse,1999,89
pse,2000,93
pse,2001,97
pse,2002,97
pse,2003,98
pse,2004,96
pse,2005,99
pse,2006,97
pse,2007,99
pse,2008,97
pse,2009,98
pse,2010,99
pse,2011,99
pse,2012,98
pse,2013,99
pse,2014,99
pse,2015,99
pse,2016,99
pse,2017,99
pse,2018,99
pse,2019,99
pse,2020,98
pse,2021,95
pse,2022,99
pse,2023,89
pse,2024,89
qat,1980,61
qat,1981,43
qat,1982,37
qat,1983,49
qat,1984,60
qat,1985,71
qat,1986,70
qat,1987,86
qat,1988,69
qat,1989,81
qat,1990,82
qat,1991,86
qat,1992,88
qat,1993,90
qat,1994,91
qat,1995,92
qat,1996,92
qat,1997,92
qat,1998,94
qat,1999,92
qat,2000,91
qat,2001,93
qat,2002,96
qat,2003,93
qat,2004,95
qat,2005,98
qat,2006,95
qat,2007,97
qat,2008,98
qat,2009,98
qat,2010,98
qat,2011,92
qat,2012,93
qat,2013,99
qat,2014,99
qat,2015,99
qat,2016,98
qat,2017,97
qat,2018,98
qat,2019,99
qat,2020,89
qat,2021,98
qat,2022,99
qat,2023,98
qat,2024,98
rou,1985,92
rou,1986,90
rou,1987,90
rou,1988,92
rou,1989,95
rou,1990,92
rou,1991,90
rou,1992,92
rou,1993,91
rou,1994,94
rou,1995,94
rou,1996,97
rou,1997,97
rou,1998,98
rou,1999,98
rou,2000,99
rou,2001,99
rou,2002,98
rou,2003,97
rou,2004,97
rou,2005,97
rou,2006,97
rou,2007,96
rou,2008,95
rou,2009,95
rou,2010,94
rou,2011,89
rou,2012,92
rou,2013,88
rou,2014,94
rou,2015,89
rou,2016,89
rou,2017,82
rou,2018,86
rou,2019,88
rou,2020,87
rou,2021,86
rou,2022,85
rou,2023,79
rou,2024,79
rus,1992,69
rus,1993,82
rus,1994,68
rus,1995,77
rus,1996,87
rus,1997,91
rus,1998,94
rus,1999,97
rus,2000,97
rus,2001,97
rus,2002,97
rus,2003,97
rus,2004,98
rus,2005,98
rus,2006,98
rus,2007,98
rus,2008,98
rus,2009,98
rus,2010,98
rus,2011,97
rus,2012,98
rus,2013,98
rus,2014,97
rus,2015,97
rus,2016,97
rus,2017,96
rus,2018,96
rus,2019,96
rus,2020,97
rus,2021,97
rus,2022,97
rus,2023,97
rus,2024,97
rwa,1981,15
rwa,1982,20
rwa,1983,25
rwa,1984,41
rwa,1985,56
rwa,1986,86
rwa,1987,86
rwa,1988,78
rwa,1989,93
rwa,1990,83
rwa,1991,90
rwa,1992,86
rwa,1993,83
rwa,1994,23
rwa,1995,84
rwa,1996,89
rwa,1997,73
rwa,1998,79
rwa,1999,85
rwa,2000,90
rwa,2001,76
rwa,2002,85
rwa,2003,96
rwa,2004,89
rwa,2005,95
rwa,2006,99
rwa,2007,98
rwa,2008,97
rwa,2009,93
rwa,2010,93
rwa,2011,93
rwa,2012,98
rwa,2013,98
rwa,2014,98
rwa,2015,99
rwa,2016,99
rwa,2017,98
rwa,2018,97
rwa,2019,98
rwa,2020,91
rwa,2021,88
rwa,2022,97
rwa,2023,94
rwa,2024,98
sau,1980,41
sau,1981,53
sau,1982,62
sau,1983,67
sau,1984,76
sau,1985,81
sau,1986,86
sau,1987,89
sau,1988,89
sau,1989,96
sau,1990,92
sau,1991,91
sau,1992,91
sau,1993,94
sau,1994,95
sau,1995,96
sau,1996,93
sau,1997,92
sau,1998,94
sau,1999,93
sau,2000,95
sau,2001,97
sau,2002,95
sau,2003,95
sau,2004,96
sau,2005,96
sau,2006,96
sau,2007,96
sau,2008,98
sau,2009,98
sau,2010,98
sau,2011,98
sau,2012,98
sau,2013,98
sau,2014,98
sau,2015,97
sau,2016,97
sau,2017,97
sau,2018,98
sau,2019,97
sau,2020,95
sau,2021,97
sau,2022,98
sau,2023,96
sau,2024,97
sdn,1980,1
sdn,1981,1
sdn,1982,2
sdn,1983,3
sdn,1984,4
sdn,1985,8
sdn,1986,14
sdn,1987,27
sdn,1988,41
sdn,1989,61
sdn,1990,62
sdn,1991,62
sdn,1992,53
sdn,1993,51
sdn,1994,46
sdn,1995,48
sdn,1996,56
sdn,1997,55
sdn,1998,48
sdn,1999,64
sdn,2000,62
sdn,2001,66
sdn,2002,60
sdn,2003,69
sdn,2004,74
sdn,2005,78
sdn,2006,77
sdn,2007,84
sdn,2008,85
sdn,2009,81
sdn,2010,90
sdn,2011,93
sdn,2012,92
sdn,2013,93
sdn,2014,94
sdn,2015,93
sdn,2016,93
sdn,2017,95
sdn,2018,93
sdn,2019,93
sdn,2020,90
sdn,2021,85
sdn,2022,85
sdn,2023,53
sdn,2024,40
sen,1986,55
sen,1987,56
sen,1988,58
sen,1989,56
sen,1990,53
sen,1991,51
sen,1992,59
sen,1993,58
sen,1994,57
sen,1995,80
sen,1996,70
sen,1997,65
sen,1998,60
sen,1999,60
sen,2000,49
sen,2001,49
sen,2002,60
sen,2003,73
sen,2004,87
sen,2005,84
sen,2006,89
sen,2007,93
sen,2008,87
sen,2009,83
sen,2010,76
sen,2011,89
sen,2012,83
sen,2013,89
sen,2014,85
sen,2015,85
sen,2016,92
sen,2017,91
sen,2018,92
sen,2019,97
sen,2020,94
sen,2021,89
sen,2022,92
sen,2023,92
sen,2024,91
sgp,1980,83
sgp,1981,88
sgp,1982,83
sgp,1983,86
sgp,1984,81
sgp,1985,81
sgp,1986,94
sgp,1987,95
sgp,1988,90
sgp,1989,90
sgp,1990,85
sgp,1991,91
sgp,1992,92
sgp,1993,92
sgp,1994,94
sgp,1995,98
sgp,1996,97
sgp,1997,98
sgp,1998,97
sgp,1999,97
sgp,2000,98
sgp,2001,95
sgp,2002,94
sgp,2003,96
sgp,2004,95
sgp,2005,96
sgp,2006,95
sgp,2007,97
sgp,2008,97
sgp,2009,97
sgp,2010,96
sgp,2011,96
sgp,2012,97
sgp,2013,97
sgp,2014,96
sgp,2015,96
sgp,2016,96
sgp,2017,96
sgp,2018,97
sgp,2019,97
sgp,2020,98
sgp,2021,98
sgp,2022,97
sgp,2023,98
sgp,2024,97
slb,1980,43
slb,1981,34
slb,1982,22
slb,1983,27
slb,1984,41
slb,1985,36
slb,1986,41
slb,1987,41
slb,1988,63
slb,1989,66
slb,1990,75
slb,1991,74
slb,1992,73
slb,1993,71
slb,1994,65
slb,1995,69
slb,1996,98
slb,1997,70
slb,1998,71
slb,1999,88
slb,2000,88
slb,2001,88
slb,2002,78
slb,2003,84
slb,2004,89
slb,2005,90
slb,2006,99
slb,2007,89
slb,2008,88
slb,2009,90
slb,2010,84
slb,2011,97
slb,2012,88
slb,2013,85
slb,2014,78
slb,2015,85
slb,2016,89
slb,2017,80
slb,2018,85
slb,2019,93
slb,2020,92
slb,2021,84
slb,2022,89
slb,2023,81
slb,2024,85
sle,1999,61
sle,2000,46
sle,2001,38
sle,2002,54
sle,2003,66
sle,2004,69
sle,2005,67
sle,2006,65
sle,2007,63
sle,2008,75
sle,2009,81
sle,2010,84
sle,2011,88
sle,2012,91
sle,2013,92
sle,2014,83
sle,2015,86
sle,2016,84
sle,2017,90
sle,2018,93
sle,2019,95
sle,2020,90
sle,2021,90
sle,2022,91
sle,2023,91
sle,2024,91
slv,1980,42
slv,1981,38
slv,1982,42
slv,1983,20
slv,1984,30
slv,1985,54
slv,1986,51
slv,1987,57
slv,1988,63
slv,1989,64
slv,1990,80
slv,1991,61
slv,1992,61
slv,1993,79
slv,1994,89
slv,1995,94
slv,1996,94
slv,1997,97
slv,1998,99
slv,1999,92
slv,2000,98
slv,2001,94
slv,2002,81
slv,2003,93
slv,2004,90
slv,2005,89
slv,2006,96
slv,2007,99
slv,2008,98
slv,2009,91
slv,2010,89
slv,2011,90
slv,2012,93
slv,2013,90
slv,2014,94
slv,2015,94
slv,2016,98
slv,2017,83
slv,2018,89
slv,2019,97
slv,2020,85
slv,2021,96
slv,2022,93
slv,2023,96
slv,2024,95
srb,1992,84
srb,1993,83
srb,1994,84
srb,1995,90
srb,1996,91
srb,1997,94
srb,1998,93
srb,1999,92
srb,2000,98
srb,2001,93
srb,2002,95
srb,2003,89
srb,2004,96
srb,2005,98
srb,2006,97
srb,2007,93
srb,2008,95
srb,2009,97
srb,2010,91
srb,2011,94
srb,2012,93
srb,2013,97
srb,2014,93
srb,2015,95
srb,2016,93
srb,2017,95
srb,2018,97
srb,2019,97
srb,2020,92
srb,2021,91
srb,2022,92
srb,2023,93
srb,2024,95
stp,1981,48
stp,1982,48
stp,1983,48
stp,1984,48
stp,1985,48
stp,1986,66
stp,1987,72
stp,1988,72
stp,1989,62
stp,1990,90
stp,1991,87
stp,1992,67
stp,1993,60
stp,1994,69
stp,1995,79
stp,1996,68
stp,1997,73
stp,1998,72
stp,1999,80
stp,2000,87
stp,2001,90
stp,2002,92
stp,2003,94
stp,2004,99
stp,2005,97
stp,2006,97
stp,2007,98
stp,2008,99
stp,2009,99
stp,2010,98
stp,2011,96
stp,2012,96
stp,2013,97
stp,2014,95
stp,2015,96
stp,2016,96
stp,2017,95
stp,2018,95
stp,2019,95
stp,2020,94
stp,2021,93
stp,2022,89
stp,2023,85
stp,2024,85
svk,1994,98
svk,1995,98
svk,1996,98
svk,1997,98
svk,1998,98
svk,1999,99
svk,2000,98
svk,2001,99
svk,2002,98
svk,2003,98
svk,2004,99
svk,2005,99
svk,2006,99
svk,2007,99
svk,2008,99
svk,2009,99
svk,2010,99
svk,2011,99
svk,2012,99
svk,2013,98
svk,2014,97
svk,2015,96
svk,2016,96
svk,2017,96
svk,2018,97
svk,2019,97
svk,2020,97
svk,2021,97
svk,2022,97
svk,2023,96
svk,2024,96
svn,1992,98
svn,1993,98
svn,1994,98
svn,1995,98
svn,1996,98
svn,1997,92
svn,1998,90
svn,1999,93
svn,2000,93
svn,2001,93
svn,2002,93
svn,2003,95
svn,2004,94
svn,2005,95
svn,2006,97
svn,2007,97
svn,2008,97
svn,2009,96
svn,2010,96
svn,2011,96
svn,2012,96
svn,2013,95
svn,2014,95
svn,2015,95
svn,2016,94
svn,2017,94
svn,2018,93
svn,2019,95
svn,2020,95
svn,2021,86
svn,2022,89
svn,2023,89
svn,2024,90
swe,1980,97
swe,1981,98
swe,1982,98
swe,1983,98
swe,1984,98
swe,1985,98
swe,1986,99
swe,1987,99
swe,1988,99
swe,1989,99
swe,1990,99
swe,1991,99
swe,1992,99
swe,1993,99
swe,1994,99
swe,1995,99
swe,1996,99
swe,1997,99
swe,1998,99
swe,1999,99
swe,2000,99
swe,2001,99
swe,2002,99
swe,2003,99
swe,2004,99
swe,2005,98
swe,2006,98
swe,2007,98
swe,2008,98
swe,2009,98
swe,2010,98
swe,2011,98
swe,2012,98
swe,2013,98
swe,2014,98
swe,2015,98
swe,2016,98
swe,2017,97
swe,2018,97
swe,2019,98
swe,2020,97
swe,2021,98
swe,2022,94
swe,2023,94
swe,2024,95
swz,1981,22
swz,1982,39
swz,1983,43
swz,1984,49
swz,1985,59
swz,1986,72
swz,1987,74
swz,1988,89
swz,1989,89
swz,1990,89
swz,1991,79
swz,1992,93
swz,1993,86
swz,1994,96
swz,1995,81
swz,1996,81
swz,1997,86
swz,1998,86
swz,1999,86
swz,2000,87
swz,2001,87
swz,2002,87
swz,2003,87
swz,2004,88
swz,2005,88
swz,2006,88
swz,2007,88
swz,2008,89
swz,2009,89
swz,2010,89
swz,2011,85
swz,2012,92
swz,2013,98
swz,2014,98
swz,2015,84
swz,2016,90
swz,2017,90
swz,2018,90
swz,2019,89
swz,2020,82
swz,2021,61
swz,2022,97
swz,2023,76
swz,2024,70
syc,1981,16
syc,1982,57
syc,1983,98
syc,1984,95
syc,1985,86
syc,1986,94
syc,1987,89
syc,1988,94
syc,1989,97
syc,1990,99
syc,1991,98
syc,1992,96
syc,1993,96
syc,1994,96
syc,1995,97
syc,1996,99
syc,1997,98
syc,1998,99
syc,1999,99
syc,2000,98
syc,2001,96
syc,2002,99
syc,2003,99
syc,2004,99
syc,2005,99
syc,2006,99
syc,2007,99
syc,2008,99
syc,2009,99
syc,2010,99
syc,2011,99
syc,2012,98
syc,2013,98
syc,2014,99
syc,2015,97
syc,2016,96
syc,2017,97
syc,2018,99
syc,2019,99
syc,2020,97
syc,2021,94
syc,2022,97
syc,2023,97
syc,2024,94
tgo,1981,9
tgo,1982,10
tgo,1983,10
tgo,1984,11
tgo,1985,23
tgo,1986,35
tgo,1987,60
tgo,1988,54
tgo,1989,72
tgo,1990,76
tgo,1991,73
tgo,1992,69
tgo,1993,66
tgo,1994,62
tgo,1995,59
tgo,1996,53
tgo,1997,47
tgo,1998,43
tgo,1999,57
tgo,2000,63
tgo,2001,51
tgo,2002,58
tgo,2003,72
tgo,2004,71
tgo,2005,80
tgo,2006,85
tgo,2007,72
tgo,2008,80
tgo,2009,78
tgo,2010,83
tgo,2011,85
tgo,2012,84
tgo,2013,84
tgo,2014,82
tgo,2015,82
tgo,2016,81
tgo,2017,77
tgo,2018,60
tgo,2019,81
tgo,2020,85
tgo,2021,87
tgo,2022,82
tgo,2023,89
tgo,2024,89
tha,2021,79
tha,2022,75
tha,2023,75
tha,2024,75
tjk,1992,61
tjk,1993,65
tjk,1994,80
tjk,1995,69
tjk,1996,77
tjk,1997,80
tjk,1998,82
tjk,1999,84
tjk,2000,86
tjk,2001,84
tjk,2002,84
tjk,2003,82
tjk,2004,82
tjk,2005,79
tjk,2006,76
tjk,2007,85
tjk,2008,87
tjk,2009,93
tjk,2010,95
tjk,2011,97
tjk,2012,96
tjk,2013,97
tjk,2014,94
tjk,2015,96
tjk,2016,97
tjk,2017,97
tjk,2018,96
tjk,2019,97
tjk,2020,97
tjk,2021,97
tjk,2022,97
tjk,2023,97
tjk,2024,97
tkm,1992,91
tkm,1993,92
tkm,1994,94
tkm,1995,96
tkm,1996,98
tkm,1997,99
tkm,1998,99
tkm,1999,98
tkm,2000,98
tkm,2001,94
tkm,2002,99
tkm,2003,66
tkm,2004,98
tkm,2005,99
tkm,2006,98
tkm,2007,98
tkm,2008,96
tkm,2009,97
tkm,2010,96
tkm,2011,97
tkm,2012,98
tkm,2013,98
tkm,2014,98
tkm,2015,99
tkm,2016,98
tkm,2017,99
tkm,2018,99
tkm,2019,99
tkm,2020,99
tkm,2021,97
tkm,2022,98
tkm,2023,98
tkm,2024,98
tls,2002,38
tls,2003,55
tls,2004,57
tls,2005,55
tls,2006,62
tls,2007,70
tls,2008,79
tls,2009,78
tls,2010,72
tls,2011,66
tls,2012,83
tls,2013,82
tls,2014,76
tls,2015,75
tls,2016,79
tls,2017,83
tls,2018,83
tls,2019,83
tls,2020,83
tls,2021,83
tls,2022,83
tls,2023,83
tls,2024,83
ton,1980,20
ton,1981,37
ton,1982,80
ton,1983,57
ton,1984,46
ton,1985,81
ton,1986,73
ton,1987,87
ton,1988,92
ton,1989,93
ton,1990,93
ton,1991,92
ton,1992,99
ton,1993,96
ton,1994,90
ton,1995,93
ton,1996,99
ton,1997,96
ton,1998,97
ton,1999,94
ton,2000,95
ton,2001,95
ton,2002,90
ton,2003,98
ton,2004,99
ton,2005,99
ton,2006,99
ton,2007,99
ton,2008,99
ton,2009,99
ton,2010,99
ton,2011,99
ton,2012,95
ton,2013,99
ton,2014,98
ton,2015,96
ton,2016,96
ton,2017,99
ton,2018,99
ton,2019,99
ton,2020,99
ton,2021,99
ton,2022,99
ton,2023,99
ton,2024,99
tun,1983,62
tun,1984,66
tun,1985,70
tun,1986,72
tun,1987,84
tun,1988,91
tun,1989,93
tun,1990,93
tun,1991,93
tun,1992,95
tun,1993,94
tun,1994,93
tun,1995,94
tun,1996,95
tun,1997,96
tun,1998,96
tun,1999,99
tun,2000,97
tun,2001,98
tun,2002,96
tun,2003,95
tun,2004,97
tun,2005,98
tun,2006,99
tun,2007,98
tun,2008,99
tun,2009,99
tun,2010,98
tun,2011,98
tun,2012,97
tun,2013,98
tun,2014,98
tun,2015,98
tun,2016,98
tun,2017,98
tun,2018,97
tun,2019,98
tun,2020,97
tun,2021,97
tun,2022,97
tun,2023,97
tun,2024,96
tur,1980,63
tur,1981,69
tur,1982,61
tur,1983,59
tur,1984,57
tur,1985,55
tur,1986,45
tur,1987,86
tur,1988,86
tur,1989,79
tur,1990,84
tur,1991,72
tur,1992,77
tur,1993,76
tur,1994,91
tur,1995,67
tur,1996,73
tur,1997,79
tur,1998,81
tur,1999,79
tur,2000,85
tur,2001,88
tur,2002,78
tur,2003,69
tur,2004,85
tur,2005,90
tur,2006,90
tur,2007,96
tur,2008,96
tur,2009,96
tur,2010,97
tur,2011,97
tur,2012,97
tur,2013,98
tur,2014,96
tur,2015,97
tur,2016,98
tur,2017,96
tur,2018,98
tur,2019,99
tur,2020,98
tur,2021,95
tur,2022,99
tur,2023,99
tur,2024,99
tuv,1980,23
tuv,1981,44
tuv,1982,79
tuv,1983,83
tuv,1984,74
tuv,1985,97
tuv,1986,73
tuv,1987,59
tuv,1988,91
tuv,1989,66
tuv,1990,84
tuv,1991,71
